"version_id","version_name","volume_id","volume_name","unit_id","unit_name","chapter","word_class","word","sense_id"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","生","18"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","跬步","19"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","骐骥","20"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","驽马","21"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","驾","22"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","锲","23"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","镂","24"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","用心","25"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","实词","躁","26"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","而","27"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","而","28"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","而","29"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","而","30"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","而","31"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","于","32"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","于","33"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","之","34"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","以","35"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","无以","36"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","者","37"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《劝学》","虚词","焉","38"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","学者","39"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","师","40"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","受","41"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","道","42"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","惑","43"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","固","44"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","从","45"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","庸","46"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","出人","47"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","下","48"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","耻","49"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","益","50"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","所以","51"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","所以","52"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","身","53"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","句读","54"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","或","55"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","小学","56"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","遗","57"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","族","58"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","相","59"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","谀","60"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","不齿","61"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","乃","62"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","及","63"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","攻","64"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","实词","贻","65"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","之","66"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","之","67"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","之","68"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","之","69"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","其","70"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","其","71"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","而","72"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","而","73"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","于","74"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","于","75"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","于","76"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","以","77"
"00b6bf17df4345109f570bf0273705f3","部编版","1a84b7ac1ef9d3b5d624d994c88f239a","高中必修上册","a453b281b71fd478be1d9d791307bf5c","第五单元（课内）","《师说》","虚词","焉","78"
